year,us_stocks_real_return_pct,us_bonds_real_return_pct,treasury_bills_real_return_pct
1939,1.9070540181300943,2.855880726884341,0.03751000000000726
1940,-8.155261486943688,3.30005471583088,-0.684401389316247
1941,-18.51537222275086,-7.207924637607466,-8.957193128515218
1942,6.744883142264579,-7.286541200796992,-7.9740986750160054
1943,23.978994732681656,-0.7483296115030957,-2.503958387926475
1944,18.222363563801668,-0.28471927387682117,-1.875201920647207
1945,34.84033527516716,2.4919764400775923,-1.8256247433303452
1946,-20.822369474571577,-15.004664897941023,-15.026707018182305
1947,-4.930811880764596,-8.813369285357775,-7.5971719598471825
1948,-0.9813028849787742,-0.6732267761735744,-1.9079544952518068
1949,22.058295974029065,6.237911118186457,3.2491599975532415
1950,22.646966285802094,-6.042158332201408,-4.488285903625167
1951,13.590905413166233,-5.874315184939672,-4.258773584905673
1952,12.51936323041214,1.137903021168718,0.9213265641550006
1953,-0.31653313056296817,2.5717821822716314,1.1481893726849934
1954,51.388755763123186,3.2898127619588324,1.7222447172482669
1955,24.99710193103266,-1.456656083485175,1.2908354340488426
1956,5.0902206294376695,-4.669980007919328,-0.39379494522846503
1957,-12.663948809340464,5.224284235254739,0.3602869039456724
1958,42.08667752015478,-4.759289236063147,0.027604014757764972
1959,10.697663742367759,-3.6257025554611744,1.537951894277123
1960,-0.6258288793240196,11.203634338454815,1.695432956454268
1961,25.93444578939401,0.3553793898677382,1.6049386149794342
1962,-10.936558704419387,4.032174455679227,1.4538355741393394
1963,19.01975530762332,-0.2312119068473173,1.4773514104123864
1964,15.119222738490112,2.5960463882517493,2.555657884298701
1965,11.813485500275833,-1.4053645605620835,1.9984580528767282
1966,-11.965475906396438,1.2179366542869108,1.4201937924853691
1967,23.461741805440738,-3.6761544600237617,1.3235117286563014
1968,8.129172580779965,-1.964549361234369,0.6158150095072923
1969,-15.694526490273953,-8.031684668977125,0.49751791902572506
1970,-0.9290925712525433,10.787279813714768,1.2157681862956071
1971,13.696261984591729,5.824947319581697,1.3084226000865895
1972,13.831898305127632,-0.4636878450597126,0.5848964952145819
1973,-25.220957797422283,-6.145888653069798,-1.6656136724158888
1974,-36.45631142488948,-11.127979050664171,-3.8549138374432967
1975,29.090455239362313,4.679463268377471,-0.7580205134976592
1976,20.24576900825208,9.896439553539004,0.1893007819778747
1977,-9.160455418024771,-3.7329775578903046,-1.3820203984909907
1978,-0.12372136096033826,-7.290067627258923,-1.7460190642419438
1979,10.49710199740954,-10.318101128299906,-2.6314823193544057
1980,18.38604487444777,-8.992807067655074,-0.728952160709162
1981,-12.003678779182659,-2.756268335712264,5.6574976891797135
1982,13.887438811767705,27.347350447669093,7.356328082720753
1983,18.624152813643803,4.088070000159227,4.747657262702409
1984,-1.1341734548418358,10.4417323130799,5.787144751346984
1985,27.356473726989904,17.282367286436816,3.7587379491471173
1986,14.513557408300027,13.671965579632017,5.019352528588628
1987,-2.3221699667104856,-2.775714015277919,1.3520450495282166
1988,12.701899150804884,2.809199937061524,2.0951756000153754
1989,23.178632856968463,8.597106662092568,3.54763094700008
1990,-11.774233428624736,2.397521126463209,1.5646013722470098
1991,29.954371122708757,11.81955571804314,2.5853768153234036
1992,5.673936702761151,4.121626053868455,0.532435898121153
1993,7.665315696856045,6.748153085775255,0.26045171891226904
1994,-2.769469461377605,-5.192447229069607,1.3336852531631527
1995,32.42381074565132,15.255678335562273,3.0151237960487354
1996,17.07234475982382,0.25136833726795427,1.7376663819915983
1997,28.80160153546032,7.611423132590778,3.3889367409225324
1998,21.308862446229227,6.859167085744877,3.1490602970715154
1999,20.576170360957867,-3.353707704449427,1.8524985645359093
2000,-13.494835559777895,7.742477014234206,2.4193608449665893
2001,-12.249797443115684,6.7759758278835625,2.1370588307120686
2002,-22.78707181140748,5.803535191675557,-0.6950883749079706
2003,28.993107444884146,2.1215064975295794,-0.8299217045550589
2004,9.060751789056209,1.041706616089244,-1.9587807184426653
2005,2.5818236812490403,-0.8978234050819656,-0.35956836711190654
2006,12.762363023834933,1.7779680546202936,2.1644391760731185
2007,1.4289890966933783,2.820430611578817,0.6172484251969701
2008,-37.045776455741795,5.05248152663651,1.500947983448353
2009,25.412336464101458,3.2305753829316552,-2.5177438804579566
2010,15.527856741151247,4.968258760073807,-1.347997728377115
2011,-1.826035168948048,4.586867713482268,-2.8116180641441724
2012,14.392012189380443,2.368946173333031,-1.635033735655489
2013,31.548631580108854,-3.593120669655514,-1.4253253195462445
2014,11.7125457625608,5.099334047861337,-0.7210354390074558
2015,-0.3393980235386618,-0.3282811235474803,-0.6994176086612791
2016,10.37435260596611,0.5105470880028662,-1.7578610628185554
2017,18.66650938388632,1.4188522705326445,-1.2181580717405383
2018,-6.948532903883176,-1.9011647121346842,-0.051486524994159844
2019,27.882684413658176,6.285253780290456,-0.14004968268602758
2020,19.36217523705379,6.271718565959783,-0.8771826841239561
2021,17.448176508178513,-8.13130860155985,-6.5271160091333496
2022,-24.40127759511508,-18.423494598403,-4.439971817754806
2023,21.921272635723387,2.2743994027408565,1.698329942336918
2024,20.269863747980633,-1.6041367224613579,2.1872994786761524
2025,14.06421913432585,4.358386185956387,1.4701917896379424
